,Topic,Count,Name,Representation,Representative_Docs
596,595,12,595_disclosure_doc_netflix_disclosure_trans,"['disclosure_doc', 'netflix', 'disclosure', 'trans', 'film', 'exceptional', 'dive', 'doc', 'yf50sptwis', 'underlines']","['Highly recommend “Disclosure,” the Netflix doc about trans representation in film. Super compelling and enlightenin… https://t.co/7jvPtLqZfZ', 'Watched the incredible, important @Disclosure_Doc on @netflix last night.  It’s a look at how our trans brothers an… https://t.co/LaXE2Ah30S', 'Finally got to watch @Disclosure_Doc on @netflix.  What an incredible film about trans representation in film and t… https://t.co/PPDFvM6V42']"
597,596,12,596_nypd_sbanypd_brooklyn_yorker,"['nypd', 'sbanypd', 'brooklyn', 'yorker', 'nyc', 'debopwdyzg', 'qgfpfz8plr', 'ashland', 'usj8swvxuo', '7dh6p7taql']","['#brooklyn police are “regrouping” at ashland &amp; lafayette. #nypdscanner #policescanner #georgefloyd… https://t.co/UsJ8SwVxuo', '@DebraMessing This shold not happen in NYC NYPD is the best most diverse mixed police force take from a guy who got… https://t.co/GkIIwxPTOR', '@SBANYPD @RitchieTorres Absolute utter embarrassment to every New Yorker, friend, and ally of the NYPD. @SBANYPD is… https://t.co/DebOPWDYzG']"
598,597,12,597_colorism_850famuman_rvbghrpdhz_zhcx1uwbjy,"['colorism', '850famuman', 'rvbghrpdhz', 'zhcx1uwbjy', 'kwg92b8dhw', 'josephkahn', 'geecheeinjersey', 'gby87xaeph', 'fv4ixkyllp', 'apg6ad0wsa']","['@JGemini Yes, unfortunately. Colorism and anti blackness at play. People deny their black ancestry quite often. As… https://t.co/rVBGHRPdhz', 'I cant stand that colorism still exists within my culture.. im fair skinned yea.. but jm not any less of a black wo… https://t.co/GBy87XAEph', '@850famuman @GeecheeInJersey Let’s say we consider colorism to be something that lighter skinned Black people can e… https://t.co/Zhcx1UwbjY']"
599,598,12,598_rubbed_kvngxkxrie_lay_retweet,"['rubbed', 'kvngxkxrie', 'lay', 'retweet', 'musty', 'dick', 'rt', 'fuzzy', 'cheeks', 'tryna']","['I’m tryna lay up &amp; get my dick rubbed..\n🔃RETWEET &amp; ♥️ if u like black 🍆🤤\n\n- #KVNGXKXRIE 💋 https://t.co/QvQy4RlxMk', 'I’m tryna lay up &amp; get my dick rubbed..\n🔃RETWEET &amp; ♥️ if u like black 🍆🤤\n\n- #KVNGXKXRIE 💋 https://t.co/8gEO3XZDOq', 'I’m tryna lay up &amp; get ma dick rubbed..\n🔃RETWEET &amp;♥️ if u like big black 🍆\n\n- #KVNGXKXRIE 💋 https://t.co/7akpmJ9lJT']"
600,599,12,599_miss_icyvert_hoeee_johnspeasy,"['miss', 'icyvert', 'hoeee', 'johnspeasy', 'cryssydelight', 'coronapocolypse', 'day2', 'hibritneymonae', 'borat', 'cartier']","['I miss the north end and our boys in black and gold so much!!!! 😭😭😭😭😭 #Day2 #coronapocolypse', 'I miss my black crocs hoeee @cryssydelight', 'I miss big black 😔']"
601,600,12,600_fashiondistrict_construction_beatologyvintage_janky,"['fashiondistrict', 'construction', 'beatologyvintage', 'janky', 'exterior', 'design', 'tulle', '3nlnqfqa62', 'xinqotr1di', 'w0ppd4yii8']","['Exterior painters started prep work this morning. Removing old gutters, downspouts, and an old satellite dish, scra… https://t.co/xUUA0urxVt', 'Pre janky construction by #stealth 5 no shows to help build #beatologyvintage anybody in #fashiondistrict #dtla pul… https://t.co/3djVMjhD1D', 'East display set up. Next is painting Pre janky construction by #stealth #beatologyvintage #fashiondistrict #dtla… https://t.co/ArIR38zuSt']"
602,601,12,601_fired_1duuac0qhn_troxelllinda_1mbazo2cr5,"['fired', '1duuac0qhn', 'troxelllinda', '1mbazo2cr5', 'shaaaychristine', 'keithmillermor1', 'sppfk5bemk', 'jsinsatx', 'selimseesyou', 'isaiaht15']","['@shaaaychristine Regardless then convict him to the highest extent possible. If they’re able to lock up black youth… https://t.co/1duuAc0qhN', '@willsommer @Hebrides422 This guy has been arraigned more times than any black person I know. His recidivism is astonishing.', '@Isaiaht15 @jSinSaTx @KeithMillerMor1 @SelimSeesYou You do know fed ex fired  two black employees for recording and… https://t.co/yhazsAWd7J']"
603,602,12,602_mylove_austinmcbroom_familytime_encino,"['mylove', 'austinmcbroom', 'familytime', 'encino', '8wmfnhjb6f', 'coverkailyn', '916_dm', '9x5p4aw8ca', 'wogqncfkds', 'a2qzk5irmx']","['@AustinMcbroom Tysm for everything you do @AustinMcbroom @CatherinePaiz you both are so sweet and kind the ace fami… https://t.co/wOGQncfKdS', 'My lil man spending time with me missssssss you #TikTok #mylove #pride🌈 #joy #familytime #myworld🌎 @ Encino https://t.co/a55cEe3Mw8', 'Family love 💕 my lil man and my @916_dm love you to the moon and back #familytime #mylove #pride🌈 #mylife @ Encino https://t.co/GAX0d4nbsL']"
604,603,12,603_dreams_dreaming_une_mlk,"['dreams', 'dreaming', 'une', 'mlk', 'dream', 't0zxrgag2y', '4lecfg7yfc', 'vue', 'algghc0dwl', 'aruba']","['Dreams Coming True for @rivergallobaby the 🌍 1st #intersex movie 🌟.. What better way to carry on your birthday cele… https://t.co/4lEcfg7yfC', ""I have no dreams or aspirations. That's too bad I was in a mini mansion in my twenties bi coastal doing it.  This n… https://t.co/JufKzLnKDp"", 'J’ai toujours voulu vivre dans une ville ou y’a des palmiers et vue que jsuis une femme qui réalise ses rêves tadad… https://t.co/9SPhMgnQy2']"
605,604,12,604_competition_compete_compare_league,"['competition', 'compete', 'compare', 'league', 'pleaser', 'giver', 'competitive', 'anybody', 'tricked', 'teammates']","['Please never label niggas who lay down for a living my competition', 'First off I’m not in a competition with none of u niggas I’m in a competition with myself', 'niggas b in competition w me like shit 😏']"
606,605,12,605_07unn6vyj8_serenajoymilf_n1hfjjn6k5_julietqhara,"['07unn6vyj8', 'serenajoymilf', 'n1hfjjn6k5', 'julietqhara', 'jayflyinswan', 'fufkfmf', 'usccoachhelton', 'cymncnnfdm', 'cuntyqt', 'ru35pr7soq']","['Just because I have a preference for black men doesn’t mean I fetishize them. Just because I’m DTF *you* doesn’t me… https://t.co/CYMncNnfdM', ""@serenajoymilf @julietqhara DINA FUFKFMF my dad is black and we did this growing up/when we're all home 😭"", '@JayFlyinSwan My family is black you ignorant fuck! My grandmother was black my uncles are black, literally black!… https://t.co/07UNN6VyJ8']"
607,606,12,606_court_8ixa2b0919_ns2erzbrdg_unif,"['court', '8ixa2b0919', 'ns2erzbrdg', 'unif', 'oockrmoac6', 'uxdizue8g4', 'ahsilla82', 'duece_oss', 'sleeveless', 'jumpers']","['@beScrappydoo I’m crying cuz everybody knows the fat nigga on the court who cherry picks and hits spot up jumpers a… https://t.co/8ixA2b0919', 'Aint not one nigga on that court and look how stupid this shit look 😂', 'Get that nigga off the court YESTERDAY!!!!']"
608,607,12,607_uk_lockdown_britneyspears_0mjvnpuxjz,"['uk', 'lockdown', 'britneyspears', '0mjvnpuxjz', 'hounded', '6wtqennfuq', 'inundated', 'britons', 'wermw54tbz', 'gabriellasibaja']","['You call that exercise? Britons are still flouting the lockdown with police now using loud hailers to tell SUNBATHE… https://t.co/opNv4OBevX', 'Coronavirus lockdown Brits shame neighbours not following strict government rules as police 101 line inundated. A m… https://t.co/qrXX4yUo5s', 'Everton ace Oumar Niasse slammed by cops for disobeying UK’s coronavirus lockdown. A police officer is heard tellin… https://t.co/6WtqennfuQ']"
609,608,12,608_kazie_nix_whoa_mac_humongous_duesnnwmzp,"['kazie_nix', 'whoa_mac', 'humongous', 'duesnnwmzp', 'frisco', 'rom', 'wildest', 'a1', 'lambo', 'gentlemen']","['Aint no frisco nigga finna roast me, stand by ladies and gentlemen..', '@whoa_mac @kazie_nix That’s right, THIS nigga', 'This for Sir my first born you made a nigga strong you da one this for hunter my 2nd baby my wildest son💙 https://t.co/duesNNWMzp']"
610,609,12,609_bond_z8tosulc8u_realbillbean_radiio69,"['bond', 'z8tosulc8u', 'realbillbean', 'radiio69', 'northrup', 'jobless', 'jayedoll', 'bbdx43vssq', 'grnnnnbz6w', 'deepstateexpose']","['@LaundoStark I think that might be a factor to why he jobless, plus fresh off eye surgery, and he black sooo, but I do agree it is wild.', 'Waiting for the day they make a black James Bond or Mission Impossible-esque movie', 'So would we call black James Bond, Jerome Bond?']"
611,610,12,610_servicing_crews_0015_fkl7ihvftm,"['servicing', 'crews', '0015', 'fkl7ihvftm', '7cxq0wkztj', '655', '5nruzdlrck', 'tombogo', 'kansascitychiefs', 'corpsmember']","['We are very lucky to have such great crews servicing our community that take pride in our town and their station!… https://t.co/7CxQ0Wkztj', ""Corpsmember's take pride in the upkeep of our Earthworks Farm and Community Garden. Call us at (626) 655- 0015 to s… https://t.co/Q9i5dRgFRw"", 'We are very lucky to have such great crews servicing our community that take pride in our town and their station!… https://t.co/nb6iu0yDb5']"
612,611,12,611_scooter_scooters_taylordejion_yamaha,"['scooter', 'scooters', 'taylordejion', 'yamaha', 'speed', 'poppa', 'mowing', 'shin', 'mph', 'snappin']","['@TaylorDejion This the hardest nigga  on a scooter', '😂😂i remember one time a nigga pulled up to run this fade off one them bird scooters😭😭i took bro scooter', '40 longer then a scooter nigga']"
613,612,12,612_brew_cold_espresso_camomile,"['brew', 'cold', 'espresso', 'camomile', 'duenasdyllan', 'gawpmusic', 'aeqkxqbluz', 'davidlovesit', 'cubes', 'ohheytommy']","['i’m a black cold brew w 3 shots of espresso type of dude', 'black cold brew pls #', 'Cold brew w a drag']"
614,613,12,613_1ls21phzy1_tffff_meecho_likeee,"['1ls21phzy1', 'tffff', 'meecho', 'likeee', 'manners', 'goofy', 'cloudnaii', 'hints', 'becuz', 'percs']","['This dumb ass nigga missed all the hints and proceeded to clown her the next day, i never understood that shit', 'I caught tht nigga Meecho on spirit he ain’t have percs on him he b cap😂😂😂', '@CloudNaii Girl tell him “if I had known that I wouldn’t have treated a bum ass nigga with my presence !!” Tffff']"
615,614,12,614_job_neb7s0wn5t_jocellex_cr2md1chgg,"['job', 'neb7s0wn5t', 'jocellex', 'cr2md1chgg', '1c4pycntge', 'lifelihood', 'letthemdrinkbleach', 'tindycran', 'fulltime', 'gtvghfpet9']","['they don’t want a living wage? healthcare? access to quality edu? \n#letthemdrinkbleach \npeople who protest FOR thei… https://t.co/j61Vody64L', 'We are millions unemployed, daily protest is now my fulltime job. Until this asshole and his department are termina… https://t.co/1c4pYcNtge', ""There is a reasonable explanation for the disconnect btwn this statistic &amp; protests to reopen.  Workers won't risk… https://t.co/GtvghfPET9""]"
616,615,12,615_tory_meg_3fwxbszuyf_daaaaammmnnn,"['tory', 'meg', '3fwxbszuyf', 'daaaaammmnnn', 'ko9mrofa0m', 'x9uibknmze', 'fked', 'szqcn9yzyi', 'darvy', 'eiunisgzp7']","['Meg said she didn’t tell the police Tory shot her because she was afraid the police would kill them if they knew a… https://t.co/3fWxBSzuyf', 'How y’all screaming justice for Breonna Taylor then have the audacity to call Meg a liar. 🥴 Idc I believe her. Tory is a mf 🤡 !', 'We heard it directly from Meg’s mouth! You niggas can stop making excuses for Tory now! 😡']"
617,616,12,616_parenting_mother_mom_olkbqpvbnu,"['parenting', 'mother', 'mom', 'olkbqpvbnu', 'rwqpbsyfy9', 's2icb6w0g0', 'pzig9h7ull', 'angryveteran_', 'thearcaneranger', 'tqonuigmio']","['@thearcaneranger At least Mother has had SMASH representation for decades. Also Mother has a 3 title that just hasn… https://t.co/Zs5Epfx0f0', 'Thanks @SuperSoulSunday  @DrShefali’s wisdom on parenting. I was questioning my parenting of my freeborn child who… https://t.co/y2dC94JG6T', '@JenelleCarbert @cmromney Yes. The whole “choose motherhood” thing rubbed me wrong but didn’t want to drag her for… https://t.co/OLKbqpVbnU']"
618,617,12,617_students_student_socialjustice_organizing,"['students', 'student', 'socialjustice', 'organizing', 'lmudoctoral', 'cmcsouth', 'unending', 'deeperlearning', 'cbwfq2v5nm', 'drmartistarnes']","['#TakingAction organizing students and parents at @roosevelthsla for #socialjustice #endpolicebrutality… https://t.co/WuajMPEyHq', '@lausd_ldc this is the right time to embrace #deeperlearning  &amp; #socialjustice students are eager to make a differe… https://t.co/U6Tlsp1rQ0', 'Student choice and student voice were at the heart of this social justice themed unit on songs. Students conducted… https://t.co/W5EHf3yIrC']"
619,618,12,618_thaiboxing_muaythai_boxeo_boxing,"['thaiboxing', 'muaythai', 'boxeo', 'boxing', 'trainer', 'muscleboyaaron', 'bottoms', 'thai', 'muscle', 'coach']","['Jamie\n•\n•\n•\n•\n•\n#boxing #boxeo #coach #trainer #coaching #muaythai #thai #thaiboxing #thaipads #kicks #kicksonfire… https://t.co/mH1HThlZX5', 'Light drills w/ Jamie  \n•\n•\n•\n•\n#muaythai #thai #thaiboxing #boxing #boxeo #trainer #coach #california #losangeles… https://t.co/xvot8S1ppk', 'Light drills w/ Jamie\n•\n•\n•\n•\n#muaythai #thai #thaiboxing #boxing #boxeo #trainer #coach #california #losangeles… https://t.co/SqoSffTNdC']"
620,619,12,619_coronavirus_edge_pushed_age,"['coronavirus', 'edge', 'pushed', 'age', 'separations', 'slams', 'protesters', 'trump', 'azar', 'mlr2nkfwep']","['What you should see when you see black protesters in the age of Trump and coronavirus is people pushed to the edge,… https://t.co/jXug9nLvpI', '“What you should see when you see black protesters in the age of Trump and coronavirus is people pushed to the edge… https://t.co/mLr2NkfWEp', '“What you should see when you see black protesters in the age of Trump and coronavirus is people pushed to the edge… https://t.co/pd6JOpKyRZ']"
621,620,12,620_kalian_jika_fk_w0jeq2hybk,"['kalian', 'jika', 'fk', 'w0jeq2hybk', '38ly4gephn', 'aw6fiaesbo', '6zbdkzniot', 'baik', 'alovablenerd', 'zyqygt5luf']","['New pod w/ @DancingDinks and I talking Brown cutting (and now reinstating) track and field, police brutality in mod… https://t.co/6ZbDkznIOt', '@Shirley58118020 Another police vet molester busted. \nThey get addicted at war. 🌏\nRecall it-pls. 🚁🗽🛑\nJGD @algore… https://t.co/tzwfq7hyYI', 'Jika kalian melihat kejahatan di jalan lebih baik bodo amat . Jika kalian bantu kalian yang jadi tersangka .. \n\nHat… https://t.co/Aw6FiaEsbO']"
622,621,11,621_rob_x2qazqnlbo_qodlv0zc4x_pgnhyhv4lt,"['rob', 'x2qazqnlbo', 'qodlv0zc4x', 'pgnhyhv4lt', 'e6sh8yufkg', 'robbed', 'flaked', 'foreal', 'robbery', 'redlining']","['my nigga wants to rob my other nigga I... https://t.co/QoDlV0Zc4X', 'That’s why I rob niggas 😌', 'If a nigga rob me you got it bro.....I ain’t calling police they gone say I robbed me and take me to jail']"
623,622,11,622_hip_hop_rappers_brutalit,"['hip', 'hop', 'rappers', 'brutalit', 'djs', 'shine', 'uzis', 'kqlzduz0nl', 'pzzjmzm89u', 'wjqlaqcwxv']","['Hip Hop was a response to police brutality.', 'To the DJs that throw Hip-Hop parties and spend day and night promoting it but won’t shine light on police brutalit… https://t.co/saqjvpr3aT', 'To the DJs that throw Hip-Hop parties and spend day and night promoting it but won’t shine light on police brutalit… https://t.co/pZZjMzm89u']"
624,623,11,623_queens_tghzmcmfnz_fo0cgecnyf_utqah64kcx,"['queens', 'tghzmcmfnz', 'fo0cgecnyf', 'utqah64kcx', 'ootrhhzjt7', 'truluvhefner', 'catjiratv', 'vr1otxipeb', 'gtcshoin7k', 'rmrguvbqev']","['@Truluvhefner @catjiratv Ahhh...The privilege of having one allows that. \n\nUnfortunately singular Queens are still… https://t.co/utQAH64Kcx', '@OllyDisney I’m trying to do that solidarity thing standing up to those circus queens. I mean circuit queens.', 'I can’t with the newly discovered queens. Like sis where you been? Now all of sudden y’all are drag queens of the c… https://t.co/GtcsHOIn7K']"
625,624,11,624_second_since_question_come,"['second', 'since', 'question', 'come', 'real', 'pjizxygep3', 'hsikftmyn5', 'dontsayididnttellyou', '2nd', 'biggie']","['since when do real niggas come second', 'question..... since when do real niggas come second??', '“Question since when do real niggas come second?”']"
626,625,11,625_lacityhall_unofficial_lapdcentralarea_llegan_manifestantes,"['lacityhall_unofficial', 'lapdcentralarea', 'llegan', 'manifestantes', '33', 'cuando', 'lapdhq', 'pm', 'al', 'dtla']","['7:33 pm cuando los manifestantes llegan al #dtla lacityhall_unofficial @lapdhq @LAPDCentralArea #georgefloyd… https://t.co/yF05ekQx3a', '7:33 pm cuando los manifestantes llegan al #dtla lacityhall_unofficial @lapdhq @LAPDCentralArea #georgefloyd… https://t.co/9OsEaY55pu', '7:33 pm cuando los manifestantes llegan al #dtla lacityhall_unofficial @lapdhq @LAPDCentralArea #georgefloyd… https://t.co/8Y15amlyeO']"
627,626,11,626_affection_street_pretty_harlem_trus,"['affection', 'street', 'pretty_harlem', 'trus', 'love', 'mickey', 'need', 'minus', 'factor', 'valentine']","['Even street niggas need that love n affection', 'Even street niggas need that love n affection', 'even street niggas need that love &amp; affection']"
628,627,11,627_humana_divest_breonna_taylor,"['humana', 'divest', 'breonna', 'taylor', 'kroger', 'ford', 'ups', 'department', 'mzh32ykgb2', 'ivrvr67wam']","['UPS, Humana, Ford, Kroger: Divest from the police department that killed Breonna Taylor https://t.co/IvRVr67wAM', 'UPS, Humana, Ford, Kroger: Divest from the police department that killed Breonna Taylor https://t.co/qqXTWwehyA', 'UPS, Humana, Ford, Kroger: Divest from the police department that killed Breonna Taylor https://t.co/r3TgCy0aJ8']"
